id,qid1,qid2,question1,question2,is_duplicate
187621,251300,224490,Is it scientifically possible to bring someone back to life?,What should I do to overcome anxiety?,0
187622,253933,118228,What is the future of data science?,What is the future of data science?,1
187623,270243,169004,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187624,255374,228135,How can I get venture capital for my startup?,How do I remove water from ear?,0
187625,158364,227213,How can I get venture capital for my startup?,What is the most beautiful moment in your life?,0
187626,119972,233860,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187627,106215,163846,What is the future of data science?,What's the future of data science?,1
187628,278904,146533,How do I remove water from ear?,How should I I remove water from ear?,1
187629,258231,264349,How do you sleep well?,How do you sleep well?,1
187630,246659,228567,How can I improve my communication skills?,How can I improve my communication skills?,1
187631,169320,296099,What should I do to overcome anxiety?,How can I motivate myself to achieve more?,0
187632,225459,182962,How do you sleep well?,How do you sleep well?,1
187633,214471,135325,How can I get venture capital for my startup?,Is it scientifically possible to bring someone back to life?,0
187634,186595,142710,How can I motivate myself to achieve more?,What are some good laptops under 60k?,0
187635,178586,257292,How can I motivate myself to achieve more?,What is GST and how does it benefit common people?,0
187636,238566,113095,What is GST and how does it benefit common people?,What are the best books on modern philosophy?,0
187637,183787,171864,How do you sleep well?,How can I motivate myself to achieve more?,0
187638,215243,283221,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187639,131567,268004,What are some good laptops under 60k?,What is GST and how does it benefit common people?,0
187640,109354,168191,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187641,263376,261743,Is it scientifically possible to bring someone back to life?,Is it really scientifically possible to bring someone back to life?,1
187642,141140,294745,What are the best books on modern philosophy?,How do I remove water from ear?,0
187643,221244,203086,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187644,229340,220339,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187645,251734,253145,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187646,295000,181661,How can I get venture capital for my startup?,What are some good laptops under 60k?,0
187647,113469,271104,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
187648,171366,234668,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187649,167666,256058,How do I remove water from ear?,How can I improve my communication skills?,0
187650,267404,232607,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187651,191666,135855,What is GST and how does it benefit common people?,What are some good laptops under 60k?,0
187652,181948,243040,Is it scientifically possible to bring someone back to life?,What are the differences between Android and iOS?,0
187653,179245,264753,What are some good laptops under 60k?,How do you sleep well?,0
187654,255947,113704,How can I improve my communication skills?,How can I improve my communication skills?,1
187655,203325,299862,What are some good laptops under 60k?,What are some some good laptops under 60k?,1
187656,284315,173082,What is the future of data science?,How do you sleep well?,0
187657,180529,107258,How can I motivate myself to achieve more?,What should I do to overcome anxiety?,0
187658,134343,231111,How can I motivate myself to achieve more?,What are some good laptops under 60k?,0
187659,250760,196549,How can I get venture capital for my startup?,What is the future of data science?,0
187660,236333,265000,How can I improve my communication skills?,How can I improve my communication skills?,1
187661,213771,140093,How do you sleep well?,How can I motivate myself to achieve more?,0
187662,261436,155128,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187663,103764,104167,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187664,126685,199671,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187665,104924,114229,How do you sleep well?,How should I you sleep well?,1
187666,269390,135878,How do I remove water from ear?,How should I I remove water from ear?,1
